ApplicantID,CandidateID,RequisitionID,EventDate,applicantStatus,Caption,Apply_Date,Current_Status,HiredAsID,Application_Source,applicantStage,Applicant_Sub_Stage,Stage_Category,Expected_Start_Date,Diverse_Flag,Relocation
Applicant-218907,Candidate-177614,Requisition-1163,2017-08-28,Rejected,Fernando Floyd - Operations:Hire Plant Operations Analyst - APAC : Requisition-1163,2017-07-21,False,,CSR,Screened,Assessment review complete,Recruiting,,False,False
Applicant-218910,Candidate-177617,Requisition-1161,2017-08-28,Active,Melanie Hartman - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1161,2017-07-21,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218913,Candidate-133743,Requisition-1159,2017-08-29,Active,Lucia Walls - IT:Hire Enterprise Applications Specialist - North America : Requisition-1159,2017-07-21,True,,Website,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218913,Candidate-133743,Requisition-1159,2017-08-30,Active,Lucia Walls - IT:Hire Enterprise Applications Specialist - North America : Requisition-1159,2017-07-21,True,,Website,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-218917,Candidate-177623,Requisition-1155,2017-08-28,Active,Kaito Bowen - Operations:Hire Plant Supervisor - North America : Requisition-1155,2017-07-21,True,,Plant Power,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218919,Candidate-177625,Requisition-1155,2017-08-28,Active,Aaliya Bradford - Operations:Hire Plant Supervisor - North America : Requisition-1155,2017-07-21,True,,Plant Power,Interviews started,Initial interview complete,Business,,False,False
Applicant-218922,Candidate-177627,Requisition-1151,2017-08-31,Active,Paulina Ayala - Finance:Hire Senior Accountant - South America : Requisition-1151,2017-07-21,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218923,Candidate-177628,Requisition-1150,2017-08-28,Active,Bautista Montes - IT:Hire IT Project Analyst - North America : Requisition-1150,2017-07-21,True,,Manpower,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218929,Candidate-177633,Requisition-1147,2017-08-28,Abandoned,Quincy Beavers - IT:Hire IT Project Analyst - North America : Requisition-1147,2017-07-21,False,,CSR,Screened,Phone screen complete,Recruiting,,False,False
Applicant-218933,Candidate-177636,Requisition-1144,2017-08-28,Active,Lucinda Carrasco - Finance:Hire Financial Analyst - North America : Requisition-1144,2017-07-21,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218934,Candidate-81346,Requisition-1142,2017-08-30,Rejected,Juan Vaughn - IT:Hire IT Infrastructure Specialist - EMEA : Requisition-1142,2017-07-21,False,,Website,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218942,Candidate-177643,Requisition-1135,2017-08-28,Active,Abril Pickering - Operations:Hire Maintenance Engineer - North America : Requisition-1135,2017-07-21,True,,Job Posting,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218944,Candidate-177645,Requisition-1132,2017-08-28,Active,Richie Garrett - IT:Hire Manufacturing Applications Specialist - North America : Requisition-1132,2017-07-21,True,,Monster.com,Qualified,Send to manager for review,Recruiting,,,False
Applicant-218946,Candidate-15048,Requisition-1128,2017-08-28,Rejected,Aeliana Tyler - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-07-21,False,,Internal,Screened,Assessment review complete,Recruiting,,True,False
Applicant-218948,Candidate-20831,Requisition-1128,2017-08-28,Active,Aphra Womack - Sales:Hire Sales Coordinator - North America : Requisition-1128,2017-07-21,True,,Monster.com,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218956,Candidate-177655,Requisition-1119,2017-08-31,Active,Timothy Sanford - Customer Support:Hire Customer Support Team Lead - South America : Requisition-1119,2017-07-21,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-218960,Candidate-177658,Requisition-1116,2017-08-28,Active,Charlene Mendez - Sales:Hire Sales Coordinator - South America : Requisition-1116,2017-07-21,True,,Website,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-218960,Candidate-177658,Requisition-1116,2017-08-29,Active,Charlene Mendez - Sales:Hire Sales Coordinator - South America : Requisition-1116,2017-07-21,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-218963,Candidate-177661,Requisition-1108,2017-08-30,Active,Lucia Cardenas - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-07-21,True,,Internal,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218963,Candidate-177661,Requisition-1108,2017-08-31,Position Filled,Lucia Cardenas - HR:Hire Talent Management Specialist - North America : Requisition-1108,2017-07-21,False,,Internal,Screened,Phone screen complete,Recruiting,,True,False
Applicant-218966,Candidate-177664,Requisition-1107,2017-08-28,Active,Gideon Hooper - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-21,True,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218966,Candidate-177664,Requisition-1107,2017-08-30,Position Filled,Gideon Hooper - Operations:Hire Plant Supervisor - APAC : Requisition-1107,2017-07-21,False,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-218968,Candidate-177666,Requisition-1099,2017-08-28,Active,Gwen Sexton - Operations:Hire Assistant Plant Manager - APAC : Requisition-1099,2017-07-21,True,,Internal,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-219003,Candidate-177692,Requisition-1023,2017-08-31,Active,Allan Harper - Marketing:Hire Marketing Specialist - North America : Requisition-1023,2017-07-21,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-219006,Candidate-177695,Requisition-1003,2017-08-29,Abandoned,Uriel Mcguire - Finance:Hire Senior Accountant - APAC : Requisition-1003,2017-07-21,False,,Ladders.com,Screened,Assessment review complete,Recruiting,,False,False
Applicant-219013,Candidate-177702,Requisition-19,2017-08-28,Active,Lorna Gamble - Sales:Campus Sales Executive - North America : Requisition-19,2017-07-21,True,,,Indepth Graduate Assessment,Interview scheduled,Business,,False,False
Applicant-219018,Candidate-177707,Requisition-17,2017-08-28,Rejected - Campus,Tami Wang - Operations:Campus Plant Operator - APAC : Requisition-17,2017-07-21,False,,,Reviewed graduate,Application review complete,Recruiting,,,False
Applicant-219021,Candidate-177710,Requisition-16,2017-08-28,Active,Horatia Blanco - Operations:Campus Product Development Specialist - South America : Requisition-16,2017-07-21,True,,,Reviewed graduate,Screening interview complete,Recruiting,,True,False
Applicant-219022,Candidate-177711,Requisition-16,2017-08-28,Active,Aniya Bowen - Operations:Campus Product Development Specialist - South America : Requisition-16,2017-07-21,True,,,Indepth Graduate Assessment,Interview complete,Business,,True,False
Applicant-219024,Candidate-177713,Requisition-15,2017-08-28,Rejected - Campus,Melody Watts - Operations:Campus Logistics Specialist - North America : Requisition-15,2017-07-21,False,,,Reviewed graduate,Screening interview complete,Recruiting,,True,False
Applicant-219026,Candidate-177715,Requisition-10,2017-08-31,Active,Jael Estrada - IT:Campus Manufacturing Applications Specialist - North America : Requisition-10,2017-07-21,True,,,Indepth Graduate Assessment,Interview scheduled,Business,,,False
Applicant-219039,Candidate-177726,Requisition-1194,2017-08-29,Active,Erika Ruiz - Operations:Hire Plant Supervisor - North America : Requisition-1194,2017-07-24,True,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-219042,Candidate-177729,Requisition-1193,2017-08-28,Active,Clint Tucker - Finance:Hire Accountant - A/R - North America : Requisition-1193,2017-07-24,True,,Ladders.com,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-219045,Candidate-177732,Requisition-1192,2017-08-28,Active,Lynda Stewart - Marketing:Hire Marketing Specialist - North America : Requisition-1192,2017-07-24,True,,Monster.com,Screened,Phone screen complete,Recruiting,,True,False
Applicant-219049,Candidate-177736,Requisition-1189,2017-08-28,Active,Samir Chen - IT:Hire IT Infrastructure Specialist - North America : Requisition-1189,2017-07-24,True,,Website,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-219050,Candidate-125810,Requisition-1183,2017-08-30,Active,Vianney Cuevas - HR:Hire Talent Management Manager - North America : Requisition-1183,2017-07-24,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-219052,Candidate-177738,Requisition-1181,2017-08-28,Active,Amos Reilly - Marketing:Hire Marketing Specialist - North America : Requisition-1181,2017-07-24,True,,Job Posting,Interviews started,Initial interview complete,Business,,False,False
Applicant-219053,Candidate-177739,Requisition-1181,2017-08-28,Rejected,Humphrey Harper - Marketing:Hire Marketing Specialist - North America : Requisition-1181,2017-07-24,False,,Job Posting,Qualified,Send to manager for review,Recruiting,,,False
Applicant-219054,Candidate-177740,Requisition-1178,2017-08-31,Rejected,Tomoko Guajardo - IT:Hire IT Infrastructure Specialist - North America : Requisition-1178,2017-07-24,False,,Manpower,Interviews started,Initial interview complete,Business,,True,False
Applicant-219058,Candidate-177744,Requisition-1176,2017-08-30,Active,Scotty Cody - IT:Hire IT Project Analyst - North America : Requisition-1176,2017-07-24,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-219059,Candidate-177745,Requisition-1176,2017-08-31,Active,Gretchen Russo - IT:Hire IT Project Analyst - North America : Requisition-1176,2017-07-24,True,,Internal,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-219060,Candidate-177746,Requisition-1176,2017-08-28,Active,Duane Khan - IT:Hire IT Project Analyst - North America : Requisition-1176,2017-07-24,True,,Internal,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-219061,Candidate-177747,Requisition-1175,2017-08-30,Rejected,Robby Miles - IT:Hire Information Security Specialist - North America : Requisition-1175,2017-07-24,False,,Website,Screened,Phone screen complete,Recruiting,,False,False
Applicant-219072,Candidate-177758,Requisition-1166,2017-08-28,Active,Drusilla Farmer - IT:Hire Information Security Specialist - North America : Requisition-1166,2017-07-24,True,,Website,Screened,Phone screen complete,Recruiting,,True,False
Applicant-219080,Candidate-177765,Requisition-1156,2017-08-30,Active,Tyler Rader - HR:Hire Talent Management Specialist - North America : Requisition-1156,2017-07-24,True,,Smith Recruiters,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-219082,Candidate-177767,Requisition-1155,2017-08-28,Active,Alexa Ando - Operations:Hire Plant Supervisor - North America : Requisition-1155,2017-07-24,True,,Plant Power,Qualified,Send to manager for review,Recruiting,,,False
Applicant-219082,Candidate-177767,Requisition-1155,2017-08-31,Active,Alexa Ando - Operations:Hire Plant Supervisor - North America : Requisition-1155,2017-07-24,True,,Plant Power,Qualified,Schedule for initial interview,Recruiting,,,False
Applicant-219083,Candidate-177768,Requisition-1153,2017-08-29,Active,Raquel Dixon - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,2017-07-24,True,,Job Posting,Screened,Phone screen complete,Recruiting,,,False
Applicant-219084,Candidate-177769,Requisition-1153,2017-08-31,Active,Curtis Kemp - Customer Support:Hire Customer Support Team Lead - APAC : Requisition-1153,2017-07-24,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-219087,Candidate-14044,Requisition-1150,2017-08-31,Active,Keegan Porter - IT:Hire IT Project Analyst - North America : Requisition-1150,2017-07-24,True,,Manpower,Qualified,Send to manager for review,Recruiting,,,False
Applicant-219089,Candidate-177771,Requisition-1150,2017-08-31,Active,Diego Horn - IT:Hire IT Project Analyst - North America : Requisition-1150,2017-07-24,True,,Manpower,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-219093,Candidate-51938,Requisition-1148,2017-08-30,Active,Juan Pablo Mejia - Marketing:Hire Marketing Specialist - North America : Requisition-1148,2017-07-24,True,,Job Posting,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-219096,Candidate-129408,Requisition-1146,2017-08-28,Active,Marybeth Hawkins - IT:Hire IT Project Analyst - North America : Requisition-1146,2017-07-24,True,,Website,Qualified,Schedule for initial interview,Recruiting,,True,False
Applicant-219102,Candidate-177778,Requisition-1141,2017-08-30,Active,Jonathon Harrington - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-07-24,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-219103,Candidate-51325,Requisition-1141,2017-08-28,Active,Louise Gongora - Sales:Hire Sales Development Representative - EMEA : Requisition-1141,2017-07-24,True,,Job Posting,Screened,Phone screen complete,Recruiting,,True,False
Applicant-219104,Candidate-177779,Requisition-1140,2017-08-28,Rejected,Eustace Mcclain - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,2017-07-24,False,,Website,Screened,Assessment review complete,Recruiting,,,False
Applicant-219105,Candidate-116553,Requisition-1140,2017-08-28,Active,Thomas Glass - Marketing:Hire Marketing Specialist - EMEA : Requisition-1140,2017-07-24,True,,Job Posting,Qualified,Send to manager for review,Recruiting,,True,False
Applicant-219107,Candidate-177781,Requisition-1136,2017-08-28,Active,Lorrie Stotgard - Finance:Hire Senior Accountant - North America : Requisition-1136,2017-07-24,True,,CSR,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-219111,Candidate-177785,Requisition-1134,2017-08-28,Active,Gerry Guyton - Operations:Hire Maintenance Engineer - North America : Requisition-1134,2017-07-24,True,,Marks Recruiting,Qualified,Schedule for initial interview,Recruiting,,False,False
Applicant-219116,Candidate-177789,Requisition-1130,2017-08-28,Active,Yudai Mooney - IT:Hire IT Project Analyst - North America : Requisition-1130,2017-07-24,True,,Internal,Qualified,Send to manager for review,Recruiting,,False,False
Applicant-219117,Candidate-177790,Requisition-1130,2017-08-28,Active,Ellie Cotta - IT:Hire IT Project Analyst - North America : Requisition-1130,2017-07-24,True,,Hire Quick,Qualified,Schedule for initial interview,Recruiting,,,False
